2.850000000000000000e+07,2.994030080626945710e+04
2.903030303030303121e+07,2.913874315792467314e+04
2.956060606060606241e+07,2.848637311863995637e+04
3.009090909090908989e+07,2.793457127624304485e+04
3.062121212121212110e+07,2.726112344516822850e+04
3.115151515151515231e+07,2.656675093925880356e+04
3.168181818181817979e+07,2.597196672786273120e+04
3.221212121212121099e+07,2.571364929933567691e+04
3.274242424242424220e+07,2.546725999266218423e+04
3.327272727272727340e+07,2.514084102040380822e+04
3.380303030303030461e+07,2.486516674111211978e+04
3.433333333333333582e+07,2.467008078555054453e+04
3.486363636363635957e+07,2.456891934402090556e+04
3.539393939393939078e+07,2.449906041042739525e+04
3.592424242424242198e+07,2.441152557008936856e+04
3.645454545454545319e+07,2.435284099484204125e+04
3.698484848484848440e+07,2.428130362751187931e+04
3.751515151515151560e+07,2.412378187290063579e+04
3.804545454545454681e+07,2.398172239664983135e+04
3.857575757575757802e+07,2.395988451670273935e+04
3.910606060606060922e+07,2.430045490772785342e+04
3.963636363636364043e+07,2.471031800485042186e+04
4.016666666666666418e+07,2.386110364099146318e+04
4.069696969696969539e+07,2.353690296084890724e+04
4.122727272727272660e+07,2.336803344857854609e+04
4.175757575757575780e+07,2.337549122132260163e+04
4.228787878787878901e+07,2.282559852902076818e+04
4.281818181818181276e+07,2.288857468625183537e+04
4.334848484848484397e+07,2.293901290797947513e+04
4.387878787878787518e+07,2.279201399700451293e+04
4.440909090909090638e+07,2.263575546276593013e+04
4.493939393939393759e+07,2.234381817033494008e+04
4.546969696969696879e+07,2.201090887195047253e+04
4.600000000000000000e+07,2.167511043603119106e+04
4.653030303030303121e+07,2.126023280379924108e+04
4.706060606060606241e+07,2.094471500899021703e+04
4.759090909090909362e+07,2.076310086716620208e+04
4.812121212121212482e+07,2.072452147961255469e+04
4.865151515151514858e+07,2.072524703336137827e+04
4.918181818181817979e+07,2.024623970337267383e+04
4.971212121212121099e+07,2.024902352195448111e+04
5.024242424242424220e+07,2.042157956576801007e+04
5.077272727272727340e+07,2.061233436890421581e+04
5.130303030303029716e+07,2.052460108698517070e+04
5.183333333333332837e+07,2.044476653198705753e+04
5.236363636363635957e+07,2.029609696197773519e+04
5.289393939393939078e+07,2.011980530139794064e+04
5.342424242424242198e+07,2.000652821604120982e+04
5.395454545454545319e+07,1.972491939080056181e+04
5.448484848484848440e+07,1.970762288441187411e+04
5.501515151515151560e+07,1.963280298568139551e+04
5.554545454545454681e+07,1.947178074763434779e+04
5.607575757575757802e+07,1.930311130654076624e+04
5.660606060606060922e+07,1.930880388910132751e+04
5.713636363636363298e+07,1.896554359589192609e+04
5.766666666666666418e+07,1.897491931565966297e+04
5.819696969696969539e+07,1.899107079252671974e+04
5.872727272727272660e+07,1.897387182282819413e+04
5.925757575757575780e+07,1.910503545843373649e+04
5.978787878787878156e+07,1.940954548637071275e+04
6.031818181818181276e+07,1.984135252611626129e+04
6.084848484848484397e+07,2.014750239689876980e+04
6.137878787878787518e+07,2.045096111245894645e+04
6.190909090909090638e+07,2.102328279043795555e+04
6.243939393939393759e+07,2.125787547095409172e+04
6.296969696969696879e+07,2.165665026710620077e+04
6.350000000000000000e+07,2.219586934836382716e+04
6.403030303030303121e+07,2.251618565684030182e+04
6.456060606060606241e+07,2.256982609767890244e+04
6.509090909090908617e+07,2.299487046699088387e+04
6.562121212121211737e+07,2.360399101053923732e+04
6.615151515151514858e+07,2.452839877523585892e+04
6.668181818181817979e+07,2.475335631368393661e+04
6.721212121212121844e+07,2.541818455542022275e+04
6.774242424242424965e+07,2.632339058027763167e+04
6.827272727272728086e+07,2.722260078658507700e+04
6.880303030303029716e+07,2.809248882867760403e+04
6.933333333333332837e+07,2.869324085220565030e+04
6.986363636363635957e+07,2.937062652000980597e+04
7.039393939393939078e+07,2.975876253021111552e+04
7.092424242424242198e+07,3.023381387615679705e+04
7.145454545454545319e+07,3.078095987549442361e+04
7.198484848484848440e+07,3.136289409735724985e+04
7.251515151515151560e+07,3.194191655745387106e+04
7.304545454545454681e+07,3.256773533922632851e+04
7.357575757575756311e+07,3.323538538253790466e+04
7.410606060606059432e+07,3.408304345233587082e+04
7.463636363636362553e+07,3.532438151289376401e+04
7.516666666666665673e+07,3.611054891041758674e+04
7.569696969696968794e+07,3.677927807149000728e+04
7.622727272727271914e+07,3.742928695890052768e+04
7.675757575757575035e+07,3.831019856693004840e+04
7.728787878787878156e+07,3.942348853846100246e+04
7.781818181818181276e+07,3.970818633546015189e+04
7.834848484848484397e+07,4.055220533173037984e+04
7.887878787878787518e+07,4.174217174788207922e+04
7.940909090909090638e+07,4.371878037581651733e+04
7.993939393939393759e+07,4.366688385026387550e+04
8.046969696969696879e+07,4.441932939676849492e+04
8.100000000000000000e+07,4.513826943235301587e+04
